Order;Bribri (Nasal as line);Training sentence;Spanish;Source;Dialect
2620;tkë̀nâ̱na̱ ie wè̱s tabè ie ì ie se' tè e's kë̀ e' wö̀klörta̱ kë̀ e' yë́rku̱ tsir ë wè̱s kö̀chi ie i tké se' tabèla wa e's;tkèqnâxnã ie wèxs tabè ie ì ie se' tè e's kèq e' wòqklörtã kèq e' yéqrkũ tsir ë wèxs kòqchi ie i tké se' tabèla wa e's;chorrea como uno se corta con machete asi mismo , no se para , no es que sangra poco , como cerdo cuando se corta con cuchilla;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2621;ujtèwa̱ e's ta̱ kò̱s ie' pë́ yë̀na̱ e's se' pë́ tsikìna̱wa̱ wè̱s di' tsikèwa̱ wa̱ e's;ujtèwã e's tã kòxs ie' péq yèqnã e's se' péq tsikìnãwã wèxs di' tsikèwã wã e's;matar asi mismo como se revienta a nosotros la sangre como reventar agua asi;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2622;"e' a̱ se' pë́ tkawa ""ya"" se' dawö́wa̱ si̱wa̱' yë̀na̱tsa̱ ""una vez""";"e' ã se' péq tkawa "" ya "" se' dawóqwã sĩwã' yèqnãtsã "" una vez """;en eso nosotros sangramos muriendonos ya sin oxigeno de una vez;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2623;e's;e's;asi;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2624;se' ka̱ma̱' tkë́na̱tsa̱;se' kãmã' tkéqnãtsã;caen de rojo;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2625;uj;uj;uuj;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2626;se' kapówa̱ ie e' ta̱;se' kapówã ie e' tã;entonces la pérsona queda dormido;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2627;kapówé̱tsa̱;kapówéxtsã;dormido;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2628;e'r e'r se' kapówa̱ie e'r;e'r e'r se' kapówãie e'r;asi uno se duerme;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2629;e's irir;e's irir;asi es;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2630;se' yèkewa se' yèwa se' yèkewa irir ta̱;se' yèkewa se' yèwa se' yèkewa irir tã;al vengarse de nosotros , de venga así entonces , se vengará;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2631;mí̱k se' dör ie' tè pú a̱wì̱ ta̱;míxk se' dör ie' tè pú ãwìx tã;cuando nosotros lo tiramos de ahí y;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2632;be' i tse ie' sibìku̱ ta̱î̱ sibìku̱ ta̱î̱ ta̱ bét ie' se' yèwa;be' i tse ie' sibìkũ tãîx sibìkũ tãîx tã bét ie' se' yèwa;usted escuha silbido mucho silbido y en ese entonces rápido ella se está vengando de nosotros;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2633;uju;uju;uju;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2634;ike e' ta̱;ike e' tã;de ese entonces;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2635;ye'r e'köl;ye'r e'köl;yo una vez;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2636;yàmi̱pa dëʼrö e'tökicha ye' ta̱;yàmĩpa dë'rö e'tökicha ye' tã;un vecino andaba conmigo una vez;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2637;0;0;y;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2638;ike be' dör e' ta̱ i na̱mé̱ be' wa̱;ike be' dör e' tã i nãméx be' wã;pues entonces usted es cazador usted ha;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2639;ujche̱n ta̱ ike be' ichè ká̱che irir;ujchẽn tã ike be' ichè káxche irir;usted sabe y dice que es mentira;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2640;e;e;e;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2641;ese' ichè irir;ese' ichè irir;asi dicen;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2642;ye' i sa̱wè̱ ye' yàmi̱pa ie';ye' i sãwèx ye' yàmĩpa ie';yo veo de mi familia lo;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2643;tè pú;tè pú;tiro pu;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2644;tè pú;tè pú;tiro pu;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2645;ta̱ ie' sibìkuke̱ ie' ujtè bö̀tökicha ie' sibìku̱ke̱;tã ie' sibìkukẽ ie' ujtè bòqtökicha ie' sibìkũkẽ;el silba hablando , dos veces el silbaba;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2646;wö́su̱k ta̱ icha e'ta̱ kë̀ e' wë́m sawàne̱ i yök i dawöʼ;wóqsũk tã icha e'tã kèq e' wéqm sawànẽ i yök i dawö';es por eso ese hombre no le tiene miedo a su primo;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2647;kë̀ e' tkìne̱ e̱' ki̱ tö tö i'ta̱ ye' e̱' ajkö́nu̱ ö wè̱s;kèq e' tkìnẽ ẽ' kĩ tö tö i'tã ye' ẽ' ajkóqnũ ö wèxs;no se preocupa de si mismo que me cuido o que;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2648;"e' ki̱ ye' i sú̱wa̱ tó wë́sawa ie' wa̱'yök bléka̱ ö ie' tso' e̱' shké̱ñu̱k ""porque""";"e' kĩ ye' i súxwã tó wéqsawa ie' wã'yök blékã ö ie' tso' ẽ' shkéxñũk "" porque """;por eso yo ví y al parecer que ella esta avisando o se esta reportando;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2649;"ie'r i tè pú ta̱ ""como que"" ie' yík kéka̱ ká̱jkê̱ ë wé̱brö̀ ta̱ ie' tso' sibìku̱k";"ie'r i tè pú tã "" como que "" ie' yík kékã káxjkêx ë wéxbròq tã ie' tso' sibìkũk";el lo tira , como que si hubiera levantado el hocico hacia arriba y de donde emite el silbido;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2650;kë̀ be';kèq be';usted no;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2651;kë̀ be' ichè e' ta̱ ie' se' skétsa̱ a̱;kèq be' ichè e' tã ie' se' skétsã ã;usted no dice que es en ese momento ella nos jala ahi mismo;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2652;àkna̱ma̱ tkë́r ie;àknãmã tkéqr ie;como los demonios;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2653;0;0;j;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2654;ye' a̱ ta̱ e' e's irir;ye' ã tã e' e's irir;para mi asi , asi es;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2655;wë́m i' ki̱ dawás dë́ka̱ bö̀k ë̀me̱;wéqm i' kĩ dawás déqkã bòqk èqmẽ;a ese hombre vivio dos años únicamente;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2656;e' ta̱ e' ie' r se' tsé̱a̱t;e' tã e' ie' r se' tséxãt;entonces ahí ella nos deja;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2657;wë́m ki̱ dawás bö̀k ë̀ dë́ka̱;wéqm kĩ dawás bòqk èq déqkã;a ese hombre le llego dos años nada mas;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2658;ta̱ kë̀ ie' kú̱i̱a̱;tã kèq ie' kúxĩã;él ya no esta;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2659;ta̱ wè̱s ie' dë;tã wèxs ie' dë;y que le paso;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2660;wè̱s ie' i dawè klö́o̱;wèxs ie' i dawè klóqõ;como el padecio la enfermedad;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2661;0;0;i;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2662;"i dawè ie' kö́twa̱ ye' kukö̀blö ye' e̱n a̱ i chówatke ""pero sí"" dawás bö̀k ë̀ ie' sè̱ne̱ dë";"i dawè ie' kóqtwã ye' kukòqblö ye' ẽn ã i chówatke "" pero sí "" dawás bòqk èq ie' sèxnẽ dë";parece que lo mato , no me acuerdo que lo mato pero si dos años nada mas vivió;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2663;ñe̱' blëʼkëkëpa dö iche se' shù̱a̱ ì dalë̀na̱ wa̱ bö̀ ë̀ e' ta̱ e' se';ñẽ' blë'këkëpa dö iche se' shùxã ì dalèqnã wã bòq èq e' tã e' se';asi dicen los mayores que en el estómago se siente intenso dolor y entonces;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2664;e' dör ie' dawè;e' dör ie' dawè;ese es la enfermedad de ella;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2665;e'r ie' dawè;e'r ie' dawè;ese es la enfermedad de ella;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2666;e'r ie' dawè e's se' shù̱ a̱ shù̱ wö̀tëna̱ ie;e'r ie' dawè e's se' shùx ã shùx wòqtënã ie;sí así es la enfermedad de ella , nosotros se le estanca el estómago asi;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2667;"shkö̀ke̱ ùriki̱ ""pura"" pë́";"shkòqkẽ ûrikĩ "" pura "" péq";nosotros vamos al servicio pura sangre;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2668;pero e' dalë́r wa̱;pero e' daléqr wã;pero eso duele mucho;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2669;ése e̱n;ése ẽn;así piensa así;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2670;e' ku̱éki̱ i bitséitsèke̱ ta̱î̱;e' kũékĩ i bitséitsèkẽ tãîx;es por eso se guarda mucha dieta;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2671;e' ku̱é̱ki̱ blëʼkëkëpa ichè icha ie';e' kũéxkĩ blë'këkëpa ichè icha ie';es por eso los mayores dice que ella;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2672;ie' bitséitsè ta̱';ie' bitséitsè tã';a ella se guarda dieta;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2673;kë̀ se' ká̱wöta̱ i ta̱ kálök;kèq se' káxwötã i tã kálök;no podemos burlar con ella;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2674;se' e̱' dalë̀na̱i̱a̱ e' ta̱ kë̀ se' e̱' dalë̀ne̱ e' ta̱;se' ẽ' dalèqnãĩã e' tã kèq se' ẽ' dalèqnẽ e' tã;si uno se quiere , y si uno no se quiere entonces;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2675;kë̀ se' e̱' dalë̀ne̱ ta̱ dawás bìt ta̱ be' ichè se' mí̱tse̱n i wa̱;kèq se' ẽ' dalèqnẽ tã dawás bìt tã be' ichè se' míxtsẽn i wã;si uno no se quiere , usted que dice , cuantos años se lleva a uno;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2676;no Sibö̀ se' ajkö́nè̱ke̱i̱a̱ e' ta̱ sö i sé̱wè̱i̱a̱ ie' mí̱k ie' ie' ichè í̱e̱ i dére e' ta̱ e̱' se' dére;no Sibòq se' ajkóqnèxkẽĩã e' tã sö i séxwèxĩã ie' míxk ie' ie' ichè íxẽ i dére e' tã ẽ' se' dére;no , cuando Sibö̀ nos proteje , nosotros viviremos cuando , él diga que hasta aquí , entonces hasta ahí llega uno;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2677;e' ta̱ dawè e' ië̀na̱ka̱ se' a̱ e' kë̀ bua'ne̱i̱a̱ne̱;e' tã dawè e' ièqnãkã se' ã e' kèq bua'nẽĩãnẽ;entonces si con esa enfermedad se contagia la persona nos es curable;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2678;"éjkë se' i dawè klö̀wè̱ke̱ ta̱ ""ya"" dawè e' kë̀ bua'ne̱i̱a̱";"éjkë se' i dawè klòqwèxkẽ tã "" ya "" dawè e' kèq bua'nẽĩã";hasta ahí llegamos a padecer de la enfermedad , eso no tiene cura;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2679;e's e's se' mí̱tse̱n ie' wa̱ e'tökicha ë̀;e's e's se' míxtsẽn ie' wã e'tökicha èq;así así a nosotros los lleva y nos lleva de una vez;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2680;e' ku̱é̱ki̱ blëʼkëkëpa kë̀ i kukè kiö̀ ki̱;e' kũéxkĩ blë'këkëpa kèq i kukè kiòq kĩ;por eso los mayores no lo hace frito en aceite;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2681;ajá e' ku̱é̱ki̱ kë̀ ie'pa i kuke;ajá e' kũéxkĩ kèq ie'pa i kuke;ajá por eso ellos no los hacen frito en aceite;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2682;shù̱ wö̀teke̱wa̱ irir ñé̱se ku̱é̱ki̱ icha kë̀ i kutùne̱;shùx wòqtekẽwã irir ñéxse kũéxkĩ icha kèq i kutùnẽ;taquea el estómago por eso por eso no se hace frito;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2683;se' shù̱ wö̀tewa̱ irir e' ku̱é̱ki̱;se' shùx wòqtewã irir e' kũéxkĩ;nosotros nos taquea el estómago por eso;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2684;"be' ichè e' sìkua dör ""prostata""";"be' ichè e' sìkua dör "" prostata """;usted dice que es ese que los sikua llaman próstata;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2685;ye' i klö'wè̱de;ye' i klö'wèxde;yo creo;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2686;ì se' shù̱ wö̀teke̱wa̱ ñe̱';ì se' shùx wòqtekẽwã ñẽ';que hace que a nosotros se nos taquea el estómago;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2687;ése ye' a̱ ta̱;ése ye' ã tã;creo yo que es ese;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2688;kàl wö batsélor ki̱ ta̱î̱;kàl wö batsélor kĩ tãîx;le brotan mucho grano;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2689;kàl wö batsèke;kàl wö batsèke;hace brotar granos;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2690;kièke̱ blëʼkëkëpa sa̱mé̱;kièkẽ blë'këkëpa sãméx;llaman los mayores llaga;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2691;sa̱mé̱ e' kë̀ bua'ne̱;sãméx e' kèq bua'nẽ;llaga ese no se cura;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2692;e' kë̀ bua'ne̱i̱a̱ne̱;e' kèq bua'nẽĩãnẽ;ese nunca se cura;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2693;mì̱ka̱ e' se' klö'we̱ kàl wö e' tsikìna̱ se' ki̱ e' ichö́kle e' kë̀ bua'ne̱i̱a̱;mìxkã e' se' klö'wẽ kàl wö e' tsikìnã se' kĩ e' ichóqkle e' kèq bua'nẽĩã;cuando se padece de ese grano propio , se brota realmente no tiene cura;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2694;"ki̱nù̱ ""único"" bua'na̱i̱a̱ se'";"kĩnùx "" único "" bua'nãĩã se'";papalomoyo es la única que se cura para nosotros;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2695;"ki̱nù̱ e' bua'na̱ne̱ ""pero"" sa̱mé̱ ñe̱' kë̀ bua'ne̱";"kĩnùx e' bua'nãnẽ "" pero "" sãméx ñẽ' kèq bua'nẽ";sí papalomoyo ese se cura , pero la yaga ese no se cura;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2696;sa̱mé̱ ñe̱' ichö́kle mì̱k;sãméx ñẽ' ichóqkle mìxk;yaga propio cuando;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2697;e' tsikìna̱ se' ki̱ e' ta̱ kë̀ e' wë́m e' bua'ne̱;e' tsikìnã se' kĩ e' tã kèq e' wéqm e' bua'nẽ;ese le brota a nosotros , ese hombre no se cura;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2698;e' wa e' wë́m yèwadà irir wake';e' wa e' wéqm yèwadà irir wake';ese hombre será bebido siempre;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2699;e' dör ie' dawè;e' dör ie' dawè;ese es la enfermedad de ella;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2700;sa̱mé̱ wö ñe̱' shkö̀ke̱ se' seʼ ki̱;sãméx wö ñẽ' shkòqkẽ se' se' kĩ;si es esa yaga se acelera en uno;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2701;e' shkö̀ke̱ mì̱ka̱ i wa̱ se' mì̱tke̱ ta̱ e' shkö̀ke̱ ë̀me̱;e' shkòqkẽ mìxkã i wã se' mìxtkẽ tã e' shkòqkẽ èqmẽ;ese se propagan , cuando somos llevado , su propagación es acelerado;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2702;blëʼkëkëpa i apàke tö;blë'këkëpa i apàke tö;los mayores cuentan que;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2703;alàr dakírkipa tsé irir e' ta̱ e' yì ta̱ i shkö̀ke̱ ë̀;alàr dakírkipa tsé irir e' tã e' yì tã i shkòqkẽ èq;persiben personas de prestigio y es por eso se propagan aceledaramente;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2704;alàr dakírkipa tsé irir e' ta̱ i shkö̀ke̱ ë̀me̱;alàr dakírkipa tsé irir e' tã i shkòqkẽ èqmẽ;personas de prestigio por eso se propagan aceledaramente;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2705;e' yì ta̱ i shkö̀ke̱ ë̀me̱;e' yì tã i shkòqkẽ èqmẽ;así entonces se acelera gravemente;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2706;"e' ta̱ ""ya"" bét ta̱ kukúr si' e't si' bö̀t ta̱ ""ya"" ie' se' ujtéwa̱";"e' tã "" ya "" bét tã kukúr si' e't si' bòqt tã "" ya "" ie' se' ujtéwã";entonces ya rápido entre un mes dos meses y ya nos mata;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2707;"kë̀ ""durane"" ta̱î̱";"kèq "" durane "" tãîx";no dura mucho;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2708;ta̱ bë̂r i tkër e' ie shkö̀ke̱ e̱nà̱;tã bêqr i tkër e' ie shkòqkẽ ẽnàx;cuando permanece intocable la propagación es breve;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2709;e' ku̱é̱ki̱ be' kë̀ i tsiríwe̱ bua'ie;e' kũéxkĩ be' kèq i tsiríwẽ bua'ie;por eso usted no la molesta nucho;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2710;"e' ku̱é̱ki̱ ie' ie' ""no no"" sa' sa' i apàtse érë";"e' kũéxkĩ ie' ie' "" no no "" sa' sa' i apàtse érë";la probamos pero para eso ella , ella no , no a nosotros nos;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2711;sa' i dalö̀tse̱ ñe̱' e's;sa' i dalòqtsẽ ñẽ' e's;nosotros le guardamos respeto tal como es;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2712;sa' bikë̀na̱ i bitséitsök;sa' bikèqnã i bitséitsök;nosotros tenemos pereza en guardar dieta;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2713;darë̂rë̂ ie';darêqrêq ie';es difícil ella;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2714;ye' e̱' dalë̀na̱i̱a̱pa;ye' ẽ' dalèqnãĩãpa;yo me quiero todavía;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2715;ujù;ujù;ujù;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2716;darë̂rë̂ i bitséits;darêqrêq i bitséits;es riguroso su dieta;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2717;es' i' ke;es' i' ke;así es pués;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2718;ë́ yö ë́ yö;éq yö éq yö;solamente yo solamente yo;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2719;e's se' ká̱ apàkö bë́rërëpa;e's se' káx apàkö béqrërëpa;así nosotros conversamos espontáneamente;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2720;ë́ ajkuö tè bë́rërë;éq ajkuö tè béqrërë;nada por encima poco poco;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2721;ë́ yö be' ki̱ à̱ ku̱e̱ blëʼkëpa ikiè;éq yö be' kĩ àx kũẽ blë'këpa ikiè;solamente te froté ungüento como los mayores dicen;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2722;ë́ yö be' ki̱ à̱ ku̱e̱;éq yö be' kĩ àx kũẽ;solamente te froté ungüento;CorpusSofia B17h20m21s20jun2015.html Conversación de dos hombres sobre los animales de la montaña;amubri
2723;bö́tkla ë̀ eʼ yö i ché;bóqtkla èq e' yö i ché;dos únicamente yo diré;CorpusSofia B20h08m11s20jun2015.html Canto de la piedra o canto de moler;amubri
2724;ìsela í̱e̱la yeʼ dë́ka̱lala;ìsela íxẽla ye' déqkãlala;con amor aquí yo llegué;CorpusSofia B20h08m11s20jun2015.html Canto de la piedra o canto de moler;amubri
2725;yeʼ dë́kalaala e̱ʼröla stsöla, yeʼ dë kérwala diàla eʼla stséi tse dur î̱ñe̱ yeʼ dë́kala dur ki̱la;ye' déqkalaala ẽ'röla stsöla , ye' dë kérwala diàla e'la stséi tse dur îxñẽ ye' déqkala dur kĩla;yo llegué hasta aquí cantando , yo llegué para cantarle su canción a aquella piedrita de abajo , yo estoy de pie el día de hoy llegué de pie;CorpusSofia B20h08m11s20jun2015.html Canto de la piedra o canto de moler;amubri
2726;kó̱ étkla ë̀me̱la yeʼ dë́ka dur ki̱la;káx étkla èqmẽla ye' déqka dur kĩla;un día yo llegué de pie;CorpusSofia B20h08m11s20jun2015.html Canto de la piedra o canto de moler;amubri
2727;seʼ eʼs tër idirla;se' e's tër idirla;así nosotros somos de él;CorpusSofia B20h08m11s20jun2015.html Canto de la piedra o canto de moler;amubri
2728;ìsela;ìsela;con amor;CorpusSofia B20h08m11s20jun2015.html Canto de la piedra o canto de moler;amubri
2729;Sulaʼ yeʼ mí̱tkela ulà a̱me̱ʼ eʼtala;Sula' ye' míxtkela ulà ãmẽ' e'tala;Sulaʼ , yo ya voy a extender la mano;CorpusSofia B20h08m11s20jun2015.html Canto de la piedra o canto de moler;amubri
2730;í̱ma̱la sé̱n wöla, mu̱lú̱ wöla eʼla pátök dur ki̱la kérwa dià ki̱;íxmãla séxn wöla , mũlúx wöla e'la pátök dur kĩla kérwa dià kĩ;para quebrar los granos de maíz amarillo , los granos de maíz blanco de pie en la piedra de abajo;CorpusSofia B20h08m11s20jun2015.html Canto de la piedra o canto de moler;amubri
2731;seʼ eʼs tër idirla;se' e's tër idirla;así nosotros somos de él;CorpusSofia B20h08m11s20jun2015.html Canto de la piedra o canto de moler;amubri
2732;seʼ má̱la ìsela í̱ma̱la seʼ;se' máxla ìsela íxmãla se';nuestro alimento querido como nosotros;CorpusSofia B20h08m11s20jun2015.html Canto de la piedra o canto de moler;amubri
2733;seʼ mí̱ke̱la ta̱la Sulaʼ söla i bikéitseke̱ tela;se' míxkẽla tãla Sula' söla i bikéitsekẽ tela;nos vamos y Sulaʼ nosotros existimos en su pensamiento;CorpusSofia B20h08m11s20jun2015.html Canto de la piedra o canto de moler;amubri
2734;ila bikéitse dur ki̱la söla eʼla bikéitseke̱;ila bikéitse dur kĩla söla e'la bikéitsekẽ;pensamos en él de pie nosotros solemos pensar en él;CorpusSofia B20h08m11s20jun2015.html Canto de la piedra o canto de moler;amubri
2735;seʼ eʼs tër idirla seʼ eʼs tër;se' e's tër idirla se' e's tër;así nosotros somos de él , así somos;CorpusSofia B20h08m11s20jun2015.html Canto de la piedra o canto de moler;amubri
2736;ká̱ tár, diʼ tárla eʼta̱la seʼla;káx tár , di' tárla e'tãla se'la;el celaje del día , el color del agua entonces nosotros;CorpusSofia B20h08m11s20jun2015.html Canto de la piedra o canto de moler;amubri
